,time,content,anger,positivity
629, 2017-08-03 00:22," ""'Why the Rust Belt just gave Donald Trump a hero's welcome' https://t.co/nqiZ8h8ajk""",0.25,0.25
640, 2017-08-04 21:18," ""RT @RealJamesWoods: I've never witnessed such hatred for a man who is willing to work for free to make his beloved country a better place. It is pathological.""",0.16666666666666666,0.0
646, 2017-08-06 06:18," ""RT @RightlyNews: 'What's a high priced Clinton attorney doing representing a low level IT staffer for the Democrats?'  -… https://t.co/If3UAFQZiN""",0.25,0.5
652, 2017-08-07 09:22," ""Just completed call with President Moon of South Korea. Very happy and impressed with 15-0 United Nations vote on North Korea sanctions.""",0.14285714285714285,0.5714285714285714
654, 2017-08-07 19:47," ""Interesting to watch Senator Richard Blumenthal of Connecticut talking about hoax Russian collusion when he was a  phony Vietnam con artist!""",0.375,0.125
656, 2017-08-08 02:03," ""On #PurpleHeartDay💜I thank all the brave men and women who have sacrificed in battle for this GREAT NATION! #USA🇺🇸 https://t.co/QmfdLSLp6p""",0.5,0.0
657, 2017-08-08 02:18," ""RT @realDonaldTrump: On #PurpleHeartDay💜I thank all the brave men and women who have sacrificed in battle for this GREAT NATION! #USA🇺🇸 https://t.co/QmfdLSLp6p""",0.5,0.0
658, 2017-08-08 04:15," ""The Fake News Media will not talk about the importance of the United Nations Security Council's 15-0 vote in favor of sanctions on N. Korea!""",0.1,0.5
661, 2017-08-09 02:00," ""E-mails show that the AmazonWashingtonPost and the FailingNewYorkTimes were reluctant to cover the Clinton/Lynch secret meeting in plane.""",0.14285714285714285,0.0
664, 2017-08-09 19:22," ""RT @foxandfriends: Millions of gallons of Mexican waste threaten Border Patrol agents https://t.co/yGAq4IgHOs""",0.25,0.0
665, 2017-08-09 19:23," ""RT @foxandfriends: Trump vows U.S. 'power' will meet North Korean threat https://t.co/od7Ohr51XD""",0.3333333333333333,0.0
666, 2017-08-09 19:24," ""RT @foxandfriends: France vehicle attack leaves at least six soldiers injured  https://t.co/bm7gevcQi2""",0.3333333333333333,0.0
667, 2017-08-09 19:26," ""RT @foxandfriends: President Trump vows America will respond to North Korean threats with 'fire &amp; fury' in a warning to the rogue nati… https://t.co/QMTvWkmPrm""",0.14285714285714285,0.14285714285714285
668, 2017-08-09 19:56," ""My first order as President was to renovate and modernize our nuclear arsenal. It is now far stronger and more powerful than ever before....""",0.2,0.6000000000000001
670, 2017-08-10 09:18," ""RT @AmbJohnBolton: Our country &amp; civilians are vulnerable today because @BarackObama did not believe in national missile defense. Let’s never forget that.""",0.14285714285714285,0.14285714285714285
673, 2017-08-10 19:17," ""RT @foxandfriends: FOX NEWS ALERT: North Korea responds to U.S. with Guam attack plan as Secretary Mattis warns Kim Jung Un “he is gro… https://t.co/EDZMkifUzG""",0.16666666666666666,0.0
679, 2017-08-13 01:19," ""We ALL must be united &amp; condemn all that hate stands for. There is no place for this kind of violence in America. Lets come together as one!""",0.5,0.3333333333333333
684, 2017-08-14 06:03," ""RT @axios: The DOJ is opening a civil rights investigation on the car attack in Charlottesville https://t.co/bkqmQENipV""",0.2,0.2
689, 2017-08-15 06:29," ""Made additional remarks on Charlottesville and realize once again that the #Fake News Media will never be satisfied...truly bad people!""",0.14285714285714285,0.14285714285714285
700, 2017-08-17 18:24," ""...and people like Ms. Heyer. Such a disgusting lie. He just can't forget his election trouncing.The people of South Carolina will remember!""",0.2857142857142857,0.0
705, 2017-08-18 20:55," ""The Obstructionist Democrats make Security for our country very difficult. They use the courts and associated delay at all times. Must stop!""",0.14285714285714285,0.0
706, 2017-08-18 21:06," ""Radical Islamic Terrorism must be stopped by whatever means necessary! The courts must give us back our protective rights. Have to be tough!""",0.16666666666666666,0.16666666666666666
708, 2017-08-18 23:28," ""I have directed that U.S. Cyber Command be elevated to the status of a Unified Combatant Command focused on....cont: https://t.co/3iScfuMw9s""",0.2,0.2
714, 2017-08-20 04:41," ""I want to applaud the many protestors in Boston who are speaking out against bigotry and hate. Our country will soon come together as one!""",0.25,0.0
715, 2017-08-21 07:22," ""Heading back to Washington after working hard and watching some of the worst and most dishonest Fake News reporting I have ever seen!""",0.16666666666666666,0.16666666666666666
736, 2017-08-26 06:12," ""Storm turned Hurricane is getting much bigger and more powerful than projected. Federal Government is on site and ready to respond. Be safe!""",0.2222222222222222,0.2222222222222222
745, 2017-08-27 20:25," ""Many people are now saying that this is the worst storm/hurricane they have ever seen. Good news is that we have great talent on the ground.""",0.14285714285714285,0.2857142857142857
746, 2017-08-27 20:59," ""I will be going to Texas as soon as that trip can be made without causing disruption. The focus must be life and safety.""",0.2,0.2
764, 2017-09-02 07:47," ""Stock Market up 5 months in a row!""",0.3333333333333333,0.0
771, 2017-09-03 19:30," ""North Korea has conducted a major Nuclear Test. Their words and actions continue to be very hostile and dangerous to the United States.....""",0.2857142857142857,0.42857142857142855
780, 2017-09-07 20:52," ""RT @WhiteHouse: The current tax code is a burden on American taxpayers and harmful to American job-creators. Learn more:… https://t.co/Gl61Z2gbar""",0.14285714285714285,0.2857142857142857
783, 2017-09-08 20:46," ""...never allow the Republicans to pass even great legislation. 8 Dems control - will rarely get 60 (vs. 51) votes. It is a Repub Death Wish!""",0.2,0.0
790, 2017-09-10 18:33," ""RT @NYPDnews: Many supported NYers when Sandy hit. Now our NY Task Force-1 can be there to help others during Harvey &amp;… https://t.co/PNemFBeWCO""",0.4,0.4
793, 2017-09-10 18:37," ""RT @Scavino45: Hurricane force winds hit Florida Keys. 390 shelters have been opened in Florida. Shelters near you➡️… https://t.co/0AyCncY3tK""",0.6666666666666666,0.0
800, 2017-09-14 10:47," ""Crooked Hillary Clinton blames everybody (and every thing) but herself for her election loss. She lost the debates and lost her direction!""",0.16666666666666666,0.0
801, 2017-09-14 18:11," ""No deal was made last night on DACA. Massive border security would have to be agreed to in exchange for consent. Would be subject to vote.""",0.1,0.4
803, 2017-09-15 03:04," ""Just left Florida for D.C. The people and spirit in THAT GREAT STATE is unbelievable. Damage horrific but will be better than ever!""",0.2857142857142857,0.14285714285714285
804, 2017-09-15 03:18," ""Spoke to President of Mexico to give condolences on terrible earthquake. Unable to reach for 3 days b/c of his cell phone reception at site.""",0.2,0.1
805, 2017-09-15 03:31," ""Bernie Sanders is pushing hard for a single payer healthcare plan - a curse on the U.S. &amp; its people...""",0.16666666666666666,0.0
807, 2017-09-15 18:42," ""Another attack in London by a loser terrorist.These are sick and demented people who were in the sights of Scotland Yard. Must be proactive!""",0.3333333333333333,0.0
809, 2017-09-15 19:00," ""We have made more progress in the last nine months against ISIS than the Obama Administration has made in 8 years.Must be proactive &amp; nasty!""",0.25,0.25
810, 2017-09-15 19:20," ""ESPN is paying a really big price for its politics (and bad programming). People are dumping it in RECORD numbers. Apologize for untruth!""",0.25,0.25
813, 2017-09-16 03:02," ""NEVER forget our HEROES held prisoner or who have gone missing in action while serving their country. Proclamation:… https://t.co/bBP3yE1gRJ""",0.16666666666666666,0.16666666666666666
815, 2017-09-17 06:59," ""Attorney General Bill Shuette will be a fantastic Governor for the great State of Michigan. I am bringing back your jobs and Bill will help!""",0.14285714285714285,0.2857142857142857
816, 2017-09-17 19:40," ""Attorney General Bill Schuette will be a fantastic Governor for the great State of Michigan. I am bringing back your jobs and Bill will help""",0.14285714285714285,0.2857142857142857
817, 2017-09-17 19:53," ""I spoke with President Moon of South Korea last night. Asked him how Rocket Man is doing. Long gas lines forming in North Korea. Too bad!""",0.18181818181818182,0.09090909090909091
839, 2017-09-20 10:41," ""I was saddened to see how bad the ratings were on the Emmys last night - the worst ever. Smartest people of them all are the 'DEPLORABLES.'""",0.3333333333333333,0.0
847, 2017-09-20 20:09," ""Rand Paul is a friend of mine but he is such a negative force when it comes to fixing healthcare. Graham-Cassidy Bill is GREAT! Ends Ocare!""",0.2,0.2
848, 2017-09-20 20:16," ""I hope Republican Senators will vote for Graham-Cassidy and fulfill their promise to Repeal &amp; Replace ObamaCare. Money direct to States!""",0.25,0.625
854, 2017-09-21 08:42," ""The NRA strongly endorses Luther Strange for Senator of Alabama.That means all gun owners should vote for Big Luther. He won't let you down!""",0.3333333333333333,0.3333333333333333
870, 2017-09-24 06:20," ""Democrats are laughingly saying that McCain had a 'moment of courage.' Tell that to the people of Arizona who were deceived. 116% increase!""",0.2,0.4
871, 2017-09-24 06:25," ""Roger Goodell of NFL just put out a statement trying to justify the total disrespect certain players show to our country.Tell them to stand!""",0.125,0.125
879, 2017-09-25 19:31," ""Many people booed the players who kneeled yesterday (which was a small percentage of total). These are fans who demand respect for our Flag!""",0.14285714285714285,0.14285714285714285
884, 2017-09-26 06:29," ""Tremendous backlash against the NFL and its players for disrespect of our Country. #StandForOurAnthem🇺🇸""",0.3333333333333333,0.0
886, 2017-09-26 18:55," ""Luther Strange has been shooting up in the Alabama polls since my endorsement. Finish the job - vote today for 'Big Luther.'""",0.2857142857142857,0.2857142857142857
892, 2017-09-27 06:32," ""I want to express our support and extend our prayers to all those affected by the vile terror attack in Spain last… https://t.co/c0tRS2IeUD""",0.25,0.25
899, 2017-09-28 22:01," ""The electric power grid in Puerto Rico is totally shot. Large numbers of generators are now on Island. Food and water on site.""",0.1111111111111111,0.3333333333333333
902, 2017-09-29 07:45," ""...really hard to help but many have lost their homes. Military is now on site and I will be there Tuesday. Wish press would treat fairly!""",0.16666666666666666,0.3333333333333333
904, 2017-09-29 07:49," ""RT @billoreilly: Hannity crushing MSNBC at 9. Good for him! Check the No Spin News on https://t.co/rryWmyXe7C. Killing England a huge bestseller - thank you!""",0.2857142857142857,0.14285714285714285
907, 2017-09-29 19:18," ""...The fact is that Puerto Rico has been destroyed by two hurricanes. Big decisions will have to be made as to the cost of its rebuilding!""",0.25,0.0
913, 2017-09-30 09:24," ""RT @LouDobbs: #AmericaFirst- @KellyannePolls: The Middle Class &amp; businesses will benefit from @POTUS' historic tax revolution.… https://t.co/GlasKAP8zO""",0.16666666666666666,0.3333333333333333
920, 2017-09-30 19:48," ""Fake News CNN and NBC are going out of their way to disparage our great First Responders as a way to 'get Trump.' Not fair to FR or effort!""",0.16666666666666666,0.3333333333333333
926, 2017-10-01 03:57," ""We must all be united in offering assistance to everyone suffering in Puerto Rico and elsewhere in the wake of this terrible disaster.""",0.2857142857142857,0.2857142857142857
932, 2017-10-02 19:11," ""My warmest condolences and sympathies to the victims and families of the terrible Las Vegas shooting. God bless you!""",0.5,0.5
936, 2017-10-04 08:20," ""It is a 'miracle' how fast the Las Vegas Metropolitan Police were able to find the demented shooter and stop him from even more killing!""",0.125,0.375
938, 2017-10-04 08:25," ""RT @billoreilly: FNC dominated ratings last night. MSNBC-disaster demonstrating folks don't trust the network. https://t.co/rryWmyXe7C tonight-Vegas analysis""",0.14285714285714285,0.14285714285714285
940, 2017-10-04 08:27," ""RT @seanhannity: Tonight the truth about how despicable the media and the left are in America today. We will name names. 9 est Hannity Fox News from Vegas.""",0.14285714285714285,0.14285714285714285
943, 2017-10-04 22:47," ""NBC news is #FakeNews and more dishonest than even CNN. They are a disgrace to good reporting. No wonder their news ratings are way down!""",0.4,0.2
949, 2017-10-05 18:34," ""RT @ABC: Pres. Trump: 'We cannot be defined by the evil that threatens us or the violence that incites such terror.'… https://t.co/C54LN3KUx0""",0.4,0.0
953, 2017-10-05 19:50," ""Rex Tillerson never threatened to resign. This is Fake News put out by @NBCNews. Low news and reporting standards. No verification from me.""",0.16666666666666666,0.16666666666666666
